종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"146320","비씨엔씨","KOSDAQ","벤처기업부","8850","110","1.26","8740","8900","8670","5359","47004140","113261618550","12797923"
"200780","비씨월드제약","KOSDAQ","중견기업부","4460","0","0.00","4460","4460","4415","3383","15070135","43423630400","9736240"
"413640","비아이매트릭스","KOSDAQ","벤처기업부","17460","-830","-4.54","18300","18480","17390","62491","1113455690","125833172400","7206940"
"141000","비아트론","KOSDAQ","벤처기업부","8480","-80","-0.93","8600","8610","8410","9017","76486400","102732740800","12114710"
"090460","비에이치","KOSPI",,"12640","30","0.24","12610","12640","12520","27166","341618735","435629750560","34464379"
"083650","비에이치아이","KOSDAQ","중견기업부","38550","-600","-1.53","39350","39450","36000","156551","5972859175","1192905656250","30944375"
"445360","비엔케이제1호스팩","KOSDAQ","관리종목(소속부없음)","2135","0","0.00","2130","2135","2130","19204","40905740","9201850000","4310000"
"473370","비엔케이제2호스팩","KOSDAQ","SPAC(소속부없음)","2010","-5","-0.25","2020","2020","2005","743","1493210","8462100000","4210000"
"065170","비엘팜텍","KOSDAQ","투자주의환기종목(소속부없음)","844","3","0.36","843","874","843","10457","8867208","22520473100","26683025"
"086670","비엠티","KOSDAQ","우량기업부","9680","20","0.21","9680","9730","9620","4370","42301830","88331684320","9125174"
"335890","비올","KOSDAQ","벤처기업부","12430","-60","-0.48","13280","13280","12100","489844","6159445505","726149723750","58419125"
"230980","비유테크놀러지","KOSDAQ","관리종목(소속부없음)","229","0","0.00","0","0","0","0","0","21370407553","93320557"
"082920","비츠로셀","KOSDAQ","우량기업부","28550","700","2.51","27950","28700","27900","29586","839289925","653001681150","22872213"
"054220","비츠로시스","KOSDAQ","벤처기업부","334","-2","-0.60","338","343","330","136923","45950891","20024329054","59953081"
"042370","비츠로테크","KOSDAQ","우량기업부","8900","-120","-1.33","9010","9010","8860","90162","803860895","233180222500","26200025"
"050090","비케이홀딩스","KOSDAQ","투자주의환기종목(소속부없음)","1066","246","30.00","865","1066","851","1084798","1117835773","21090527510","19784735"
"148780","비큐AI","KOSDAQ","기술성장기업부","2620","-25","-0.95","2650","2655","2570","851996","2225631093","82387799500","31445725"
"307870","비투엔","KOSDAQ","벤처기업부","1563","13","0.84","1550","1574","1525","263715","408060602","79409518542","50805834"
"377030","비트맥스","KOSDAQ","기술성장기업부","5290","30","0.57","5260","5420","5070","589893","3110509900","196953164380","37231222"
"032850","비트컴퓨터","KOSDAQ","벤처기업부","5290","-20","-0.38","5330","5330","5260","23423","123836720","87937219970","16623293"
"238200","비피도","KOSDAQ","벤처기업부","3400","50","1.49","3350","3450","3320","11564","38922540","27812000000","8180000"
"093190","빅솔론","KOSDAQ","우량기업부","6170","200","3.35","5980","6210","5980","6171","38085220","118704043850","19238905"
"065450","빅텍","KOSDAQ","벤처기업부","4165","45","1.09","4160","4195","4140","162591","677974435","119338912000","28652800"
"044480","빌리언스","KOSDAQ","중견기업부","321","0","0.00","321","322","318","67029","21510535","13053056688","40663728"
"005180","빙그레","KOSPI",,"93100","2300","2.53","92000","94000","91000","53809","4979561050","889635949300","9555703"
"069540","빛과전자","KOSDAQ","중견기업부","1273","13","1.03","1250","1286","1248","186167","236011969","59668636488","46872456"
"072950","빛샘전자","KOSDAQ","벤처기업부","5560","-40","-0.71","5700","5700","5500","15059","83432950","44772511600","8052610"
"266170","뿌리깊은나무들","KONEX","일반기업부","550","0","0.00","550","550","550","1","550","4036046850","7338267"
"451250","삐아","KOSDAQ","벤처기업부","11940","60","0.51","11880","12030","11780","41632","496617550","120473131380","10089877"
"143240","사람인","KOSDAQ","우량기업부","15000","10","0.07","14930","15140","14920","11144","167303595","175638945000","11709263"
"466410","사이냅소프트","KOSDAQ","벤처기업부","14380","140","0.98","14260","14380","14160","18713","266705890","72432390740","5037023"
"003960","사조대림","KOSPI",,"43850","1600","3.79","42400","43900","42400","7262","313846350","401861877950","9164467"
"008040","사조동아원","KOSPI",,"1191","11","0.93","1181","1191","1174","170249","201748216","168103218600","141144600"
"007160","사조산업","KOSPI",,"55200","600","1.10","54700","56200","54000","7167","394862600","276000000000","5000000"
"014710","사조씨푸드","KOSPI",,"8740","-80","-0.91","8800","8820","8570","28068","244023080","150490065820","17218543"
"006090","사조오양","KOSPI",,"10760","0","0.00","10860","10860","10560","2487","26573800","101388671640","9422739"
"452430","사피엔반도체","KOSDAQ","기술성장기업부","26350","-600","-2.23","27750","27750","26100","19928","528020900","216417055850","8213171"
"419120","산돌","KOSDAQ","중견기업부","8780","60","0.69","8800","8840","8710","13307","116975330","68258582280","7774326"
"062040","산일전기","KOSPI",,"89500","-700","-0.78","90600","90800","87800","115160","10282447450","2724845400000","30445200"
"122350","삼기","KOSDAQ","중견기업부","1379","-2","-0.14","1413","1413","1357","415156","572065179","52870071212","38339428"
"419050","삼기에너지솔루션즈","KOSDAQ","우량기업부","1766","-3","-0.17","1772","1773","1742","84864","149082597","101008559840","57196240"
"014970","삼륭물산","KOSDAQ","중견기업부","8370","180","2.20","8100","8750","8050","2142409","18013399770","126596250000","15125000"
"018310","삼목에스폼","KOSDAQ","우량기업부","22550","550","2.50","22000","22600","21800","5951","132891350","331485000000","14700000"
"012210","삼미금속","KONEX","일반기업부","4110","0","0.00","0","0","0","0","0","81240762990","19766609"
"053700","삼보모터스","KOSDAQ","우량기업부","4390","35","0.80","4380","4400","4330","21963","95971975","100430864100","22877190"
"009620","삼보산업","KOSDAQ","중견기업부","1437","-20","-1.37","1460","1465","1429","39324","56573287","23546812767","16386091"
"023600","삼보판지","KOSDAQ","우량기업부","10500","420","4.17","10090","10540","10090","38476","400240700","169785000000","16170000"
"001470","삼부토건","KOSPI",,"347","0","0.00","0","0","0","0","0","79699592928","229681824"
"028050","삼성E&A","KOSPI",,"24750","1050","4.43","23750","25200","23750","1050214","26047065400","4851000000000","196000000"
"448730","삼성FN리츠","KOSPI",,"4605","-5","-0.11","4610","4625","4590","17882","82328452","419285250000","91050000"
"006400","삼성SDI","KOSPI",,"170900","-4100","-2.34","175500","176900","170500","290466","50178429650","13772067077000","80585530"
"006405","삼성SDI우","KOSPI",,"109100","-2300","-2.06","111400","113300","109000","2383","262210400","176512453600","1617896"
"006660","삼성공조","KOSPI",,"14260","130","0.92","14140","14340","14120","23212","330977445","115881237640","8126314"
"028260","삼성물산","KOSPI",,"168800","2200","1.32","164900","169100","164900","137875","23095355700","28692040627200","169976544"
"02826K","삼성물산우B","KOSPI",,"122300","1500","1.24","122100","122500","120800","2035","247941300","179486257000","1467590"
"207940","삼성바이오로직스","KOSPI",,"1012500","-500","-0.05","1017000","1025000","1008000","17464","17681252000","72063675000000","71174000"
"032830","삼성생명","KOSPI",,"131500","1100","0.84","128200","134500","128100","122926","16242676350","26300000000000","200000000"
"448740","삼성스팩8호","KOSDAQ","SPAC(소속부없음)","10410","0","0.00","10410","10420","10410","1643","17104920","48552240000","4664000"
"018260","삼성에스디에스","KOSPI",,"164700","400","0.24","164400","165500","162600","73325","12036120950","12744123660000","77377800"
"009150","삼성전기","KOSPI",,"136100","-600","-0.44","137500","138900","134700","131226","17905845450","10165812025600","74693696"
"009155","삼성전기우","KOSPI",,"62200","-200","-0.32","63000","63000","61400","8602","534294500","180814404800","2906984"
"005930","삼성전자","KOSPI",,"60600","-800","-1.30","61400","61400","60200","8406364","510104825550","358730058073200","5919637922"
"005935","삼성전자우","KOSPI",,"50400","-1100","-2.14","51400","51400","50200","756456","38225953950","41125123065600","815974664"
"001360","삼성제약","KOSPI",,"1693","12","0.71","1681","1699","1678","25948","43755607","159416399747","94162079"
"010140","삼성중공업","KOSPI",,"17400","80","0.46","17350","17530","17120","2510616","43467513445","15312000000000","880000000"
"016360","삼성증권","KOSPI",,"74900","1500","2.04","74300","75300","73400","238929","17802239250","6688570000000","89300000"
"068290","삼성출판사","KOSPI",,"18290","170","0.94","18060","18400","18060","3230","58806690","182900000000","10000000"
"029780","삼성카드","KOSPI",,"53000","400","0.76","52600","53700","52600","35660","1897833000","6140521223000","115858891"
"000810","삼성화재","KOSPI",,"475500","12500","2.70","465000","479500","462500","43661","20560362250","21878304202500","46011155"
"000815","삼성화재우","KOSPI",,"337000","7000","2.12","330000","340500","329500","5701","1915646500","1044534870000","3099510"
"006110","삼아알미늄","KOSPI",,"18240","90","0.50","18390","18940","18200","48632","906917600","268345347840","14711916"
"009300","삼아제약","KOSDAQ","우량기업부","18030","30","0.17","18100","18100","17800","3546","63521870","114851100000","6370000"
"145990","삼양사","KOSPI",,"57500","600","1.05","57400","58000","56900","16369","938749950","593023317500","10313449"
"145995","삼양사우","KOSPI",,"38400","250","0.66","38350","38400","38350","694","26624750","14210688000","370070"
"003230","삼양식품","KOSPI",,"1467000","31000","2.16","1455000","1469000","1440000","17239","25072362500","11050933005000","7533015"
"482630","삼양엔씨켐","KOSDAQ","중견기업부","17420","-130","-0.74","17610","17630","17340","14986","261389660","189288158800","10866140"
"036670","삼양케이씨아이","KOSDAQ","우량기업부","7150","10","0.14","7120","7160","7120","4179","29847530","80580500000","11270000"
"002170","삼양통상","KOSPI",,"59200","3000","5.34","56300","60500","56300","11872","702874400","177600000000","3000000"
"272550","삼양패키징","KOSPI",,"14210","220","1.57","14050","14210","13950","6323","89299345","217853097910","15330971"
"000070","삼양홀딩스","KOSPI",,"93700","3100","3.42","91800","94500","90700","36428","3371953000","816157077700","8710321"
"000075","삼양홀딩스우","KOSPI",,"90300","1000","1.12","90200","91500","90200","91","8230100","14268122400","158008"
"003720","삼영","KOSPI",,"3750","-10","-0.27","3735","3790","3720","38199","143200680","127500000000","34000000"
"002810","삼영무역","KOSPI",,"18040","670","3.86","17390","18150","17310","47777","854454285","333143741920","18466948"
"361670","삼영에스앤씨","KOSDAQ","기술성장기업부","4265","-30","-0.70","4295","4350","4265","775","3346070","24172561370","5667658"
"054540","삼영엠텍","KOSDAQ","중견기업부","5370","100","1.90","5270","5390","5250","104593","558155840","69810000000","13000000"
"065570","삼영이엔씨","KOSDAQ","관리종목(소속부없음)","764","0","0.00","0","0","0","0","0","12295692232","16093838"
"005680","삼영전자","KOSPI",,"11270","100","0.90","11170","11330","11160","3913","44010720","225400000000","20000000"
"023000","삼원강재","KOSPI",,"2580","5","0.19","2575","2620","2575","3888","10062380","103200000000","40000000"
"004380","삼익THK","KOSPI",,"9960","0","0.00","0","0","0","0","0","209160000000","21000000"
"002450","삼익악기","KOSPI",,"1353","19","1.42","1360","1360","1332","74061","99568967","122488327995","90530915"
"032280","삼일","KOSDAQ","중견기업부","1543","0","0.00","1551","1551","1534","11294","17403997","25017569370","16213590"
"002290","삼일기업공사","KOSDAQ","벤처기업부","3660","-15","-0.41","3680","3690","3655","12120","44443360","45384000000","12400000"
"004440","삼일씨엔에스","KOSPI",,"5000","-40","-0.79","5090","5090","4990","1870","9387170","63659735000","12731947"
"000520","삼일제약","KOSPI",,"10280","140","1.38","10250","10320","10140","48304","493653660","222991817080","21691811"
"009770","삼정펄프","KOSPI",,"30500","450","1.50","30350","30600","29900","2298","69192500","76249115500","2499971"
"037460","삼지전자","KOSDAQ","벤처기업부","11880","190","1.63","11700","12030","11640","37875","450823725","193864041360","16318522"
"032750","삼진","KOSDAQ","우량기업부","4745","35","0.74","4725","4745","4695","6542","30933775","42852673890","9031122"
"054090","삼진엘앤디","KOSDAQ","벤처기업부","771","-8","-1.03","770","778","764","71911","55147137","19243567872","24959232"
"005500","삼진제약","KOSPI",,"19960","370","1.89","19810","20050","19590","25926","514133210","277444000000","13900000"
